DATE;HEURE;NO;NO2;PM10;PM25;CO2;TEMP;HUMI
13/12/2015;13:00;62;42;176;ND;516;19;46,4
13/12/2015;22:00;56;38;178;ND;459;18,7;44,7
14/12/2015;8:00;138;39;217;ND;698;18,3;46,3
14/12/2015;11:00;150;36;261;ND;565;18,6;44,5
15/12/2015;0:00;73;32;188;ND;473;18,9;47
15/12/2015;3:00;32;23;25;ND;438;18,2;48,7
15/12/2015;11:00;171;33;390;ND;644;19,2;55,5
15/12/2015;12:00;138;42;315;ND;582;19,3;52,3
16/12/2015;1:00;18;27;145;ND;421;19,3;61,2
16/12/2015;9:00;113;41;242;ND;726;20,1;60,5
16/12/2015;15:00;98;39;183;ND;592;20,6;60,4
16/12/2015;21:00;81;28;257;ND;538;20,9;62,8
17/12/2015;4:00;43;27;47;ND;414;19,5;60,3
17/12/2015;6:00;62;27;154;ND;459;19,9;59
17/12/2015;7:00;131;31;218;ND;555;20,2;58,8
17/12/2015;8:00;180;32;342;ND;742;20,7;59,5
17/12/2015;12:00;141;41;295;ND;576;20,9;54,1
17/12/2015;15:00;124;45;213;ND;617;21,3;54,9
17/12/2015;16:00;127;35;350;ND;683;21,7;56,6
17/12/2015;17:00;133;42;297;ND;753;21,8;55,4
17/12/2015;21:00;84;33;237;ND;553;21,5;54,1
17/12/2015;22:00;65;36;197;ND;503;21,3;52
18/12/2015;7:00;75;45;192;ND;523;20,5;56,2
18/12/2015;9:00;170;39;348;ND;741;21,3;57,3
18/12/2015;21:00;83;27;300;ND;571;21,5;58,9
19/12/2015;3:00;71;24;18;ND;426;20;57,3
19/12/2015;4:00;70;32;21;ND;430;20;56,1
19/12/2015;5:00;74;31;29;ND;441;20,1;54,1
19/12/2015;10:00;89;28;269;ND;534;20,7;53,3
20/12/2015;4:00;44;25;16;ND;419;19,7;49
20/12/2015;5:00;37;28;30;ND;429;19,9;47,6
20/12/2015;7:00;22;23;201;ND;446;20,3;49,9
20/12/2015;9:00;24;25;279;ND;460;20,4;50,4
20/12/2015;10:00;30;25;217;ND;479;20,6;50,5
20/12/2015;11:00;55;27;265;ND;497;20,7;50,4
20/12/2015;13:00;51;35;184;ND;516;20,8;49,6
20/12/2015;14:00;59;30;255;ND;528;21;51,1
20/12/2015;20:00;72;40;170;ND;513;21,2;50,9
21/12/2015;5:00;15;17;22;ND;413;19,8;50,6
21/12/2015;7:00;40;40;141;ND;497;20,1;50,5
21/12/2015;9:00;61;32;401;ND;661;20,8;53,2
21/12/2015;16:00;63;46;220;ND;619;21,2;47,6
22/12/2015;1:00;8;18;140;ND;409;20,2;52
22/12/2015;2:00;5;15;20;ND;402;20,1;50,6
22/12/2015;5:00;4;15;27;ND;409;19,9;49,8
23/12/2015;0:00;20;24;224;ND;443;21;47,4
23/12/2015;14:00;64;48;217;143;591;21,4;46,3
24/12/2015;10:00;52;34;359;174;545;20,7;49,1
24/12/2015;15:00;46;28;234;121;615;21,2;51,7
24/12/2015;17:00;50;35;249;132;635;21,3;51
24/12/2015;23:00;33;31;180;91;444;20,9;50
25/12/2015;0:00;34;25;185;42;434;20,6;51,1
25/12/2015;1:00;30;24;120;44;416;20,1;49,9
25/12/2015;2:00;20;22;19;16;411;19,7;49,6
25/12/2015;4:00;10;19;8;5;410;19,5;52,7
25/12/2015;6:00;8;18;196;91;422;19,9;54,5
25/12/2015;7:00;12;25;209;104;435;20;54,3
25/12/2015;8:00;15;25;224;107;439;19,9;53,8
25/12/2015;10:00;17;23;227;115;444;20,2;52,6
25/12/2015;11:00;17;22;252;126;452;20,3;53
25/12/2015;13:00;20;22;294;126;458;20,5;53,6
25/12/2015;19:00;114;29;271;147;493;20,8;54
25/12/2015;23:00;44;23;252;118;445;20,6;53,3
26/12/2015;5:00;22;24;27;13;417;19,4;51,3
26/12/2015;15:00;66;38;240;136;561;20,8;50,8
27/12/2015;4:00;23;25;16;11;420;18,9;50
27/12/2015;8:00;24;24;228;112;443;19,8;50,4
27/12/2015;15:00;87;34;243;118;501;20,4;48
27/12/2015;23:00;112;42;177;94;475;20;46
28/12/2015;7:00;121;31;194;91;495;19,3;44,4
28/12/2015;23:00;97;36;218;104;473;20,1;45,4
29/12/2015;3:00;23;33;20;9;424;19,3;43,1
29/12/2015;13:00;42;43;95;47;501;20;47,5
29/12/2015;17:00;103;55;203;110;702;20,5;46,7
30/12/2015;19:00;66;59;104;48;656;20;40,2
30/12/2015;20:00;47;62;101;44;574;19,9;37,5
31/12/2015;2:00;18;29;ND;ND;423;19,6;43,7
31/12/2015;10:00;76;54;94;49;523;19,3;44,5
11-déc-14;20:00;26;45;209;94;511;20;43
11-déc-14;21:00;10;44;103;46;455;19;41
11-déc-14;22:00;10;40;143;56;458;19;42
12-déc-14;4:00;<2;13;33;6;363;19;47
12-déc-14;5:00;<2;23;145;55;403;19;46
12-déc-14;10:00;17;38;218;93;496;19;51
12-déc-14;12:00;21;39;184;76;607;20;53
12-déc-14;13:00;20;40;158;67;589;20;53
12-déc-14;14:00;24;38;186;78;618;20;54
12-déc-14;19:00;53;44;283;131;700;20;58
12-déc-14;23:00;23;57;77;32;470;19;50
13-déc-14;1:00;8;61;<5;<5;410;18;47
13-déc-14;2:00;4;53;11;<5;411;18;48
13-déc-14;4:00;3;33;61;30;418;18;50
13-déc-14;5:00;4;33;179;78;437;19;50
13-déc-14;9:00;24;45;220;90;530;19;47
14-déc-14;5:00;13;45;103;51;440;17;39
14-déc-14;14:00;101;52;146;71;612;18;41
14-déc-14;22:00;24;44;113;44;448;18;37
15-déc-14;2:00;3;30;93;37;413;17;45
15-déc-14;10:00;105;33;507;226;589;18;48
15-déc-14;19:00;96;29;424;215;672;19;51
15-déc-14;21:00;58;31;366;158;492;19;47
16-déc-14;7:00;122;34;309;128;770;19;54
16-déc-14;11:00;92;31;483;259;576;19;54
16-déc-14;14:00;81;52;301;152;597;19;42
16-déc-14;20:00;69;52;358;188;537;19;41
16-déc-14;22:00;40;55;88;55;473;19;40
17-déc-14;0:00;19;44;182;103;403;18;40
17-déc-14;1:00;22;36;93;54;392;19;41
17-déc-14;2:00;8;24;34;14;381;19;42
17-déc-14;3:00;8;20;15;<5;379;19;45
17-déc-14;10:00;80;34;312;141;540;19;57
17-déc-14;12:00;66;33;255;127;571;19;61
17-déc-14;23:00;22;32;133;67;426;20;60
18-déc-14;0:00;9;25;270;125;380;19;63
18-déc-14;18:00;54;31;233;102;798;21;55
18-déc-14;21:00;26;34;138;70;445;20;53
19-déc-14;0:00;ND;ND;ND;ND;ND;20;52
19-déc-14;4:00;3;16;33;9;420;19;52
19-déc-14;8:00;36;32;349;151;794;21;54
19-déc-14;10:00;39;33;264;131;586;21;54
19-déc-14;13:00;42;36;191;93;622;21;57
19-déc-14;21:00;24;38;257;109;510;20;42
19-déc-14;23:00;23;44;135;66;483;20;40
20-déc-14;3:00;373;160;19;19;443;19;38
20-déc-14;4:00;36;45;40;20;428;19;39
20-déc-14;8:00;18;47;133;62;498;20;39
20-déc-14;9:00;27;51;140;64;531;20;38
20-déc-14;11:00;18;50;97;40;574;20;38
20-déc-14;14:00;32;46;243;97;674;20;41
21-déc-14;1:00;16;52;19;11;417;19;41
21-déc-14;7:00;7;35;108;50;447;19;41
21-déc-14;8:00;8;42;114;50;455;19;39
21-déc-14;19:00;48;57;141;61;562;20;40
22-déc-14;1:00;<2;22;20;12;402;19;40
22-déc-14;2:00;<2;17;7;<5;399;19;40
22-déc-14;5:00;4;25;231;81;441;19;45
22-déc-14;11:00;42;47;211;106;540;20;48
22-déc-14;20:00;25;41;171;75;503;20;49
22-déc-14;21:00;15;37;168;76;468;20;49
22-déc-14;22:00;11;35;163;67;454;20;49
22-déc-14;23:00;8;34;104;44;426;20;48
23-déc-14;6:00;30;34;195;93;498;20;51
23-déc-14;7:00;48;37;226;99;605;20;51
23-déc-14;8:00;54;32;280;127;677;20;53
23-déc-14;9:00;69;41;183;85;557;20;49
23-déc-14;14:00;71;35;224;102;685;20;49
23-déc-14;17:00;68;25;469;280;857;21;52
23-déc-14;22:00;14;30;168;74;471;20;41
24-déc-14;7:00;42;20;431;214;571;20;51
24-déc-14;8:00;43;23;388;193;614;20;51
24-déc-14;12:00;30;27;293;112;590;20;50
24-déc-14;14:00;41;33;246;101;655;21;52
25-déc-14;1:00;3;35;23;15;402;19;38
25-déc-14;6:00;3;23;139;63;418;19;39
25-déc-14;8:00;4;29;133;60;435;19;40
25-déc-14;12:00;11;38;79;36;444;19;39
25-déc-14;20:00;38;45;107;51;459;19;39
26-déc-14;1:00;8;36;16;12;412;19;36
26-déc-14;10:00;112;49;133;57;567;19;38
26-déc-14;12:00;99;47;162;67;597;19;38
26-déc-14;16:00;80;34;306;138;704;19;43
26-déc-14;17:00;103;37;397;186;695;19;43
26-déc-14;22:00;8;28;97;34;456;19;42
27-déc-14;0:00;5;14;133;63;395;19;46
27-déc-14;1:00;<2;13;18;8;387;19;45
27-déc-14;5:00;3;11;172;77;402;19;46
27-déc-14;6:00;4;18;159;75;416;18;42
27-déc-14;7:00;5;24;149;66;437;18;40
27-déc-14;11:00;14;32;133;63;516;19;40
28-déc-14;10:00;7;23;108;60;453;17;27
29-déc-14;8:00;ND;ND;324;166;640;16;31
29-déc-14;11:00;ND;ND;110;54;567;17;31
29-déc-14;13:00;ND;ND;205;95;589;17;36
30-déc-14;10:00;ND;ND;259;123;549;17;43
30-déc-14;12:00;99;50;118;55;633;17;39
30-déc-14;13:00;99;59;93;42;635;17;39
30-déc-14;16:00;111;55;369;153;808;18;41
30-déc-14;17:00;117;53;344;200;879;18;42
05-janv-14;4:00;6;34;22;11;418;18;37,8
06-janv-14;2:00;6;21;<5;17;410;18,4;52,5
06-janv-14;13:00;34;47;118;54;530;19;49,2
06-janv-14;20:00;23;41;248;112;494;19,6;50,3
07-janv-14;1:00;27;35;31;20;408;19,2;46,6
07-janv-14;2:00;12;28;14;14;406;19,2;47,3
07-janv-14;8:00;70;51;324;132;779;19,8;48,2
07-janv-14;23:00;19;42;102;39;442;20,7;47,2
08-janv-14;0:00;9;35;92;44;416;20,8;46,5
08-janv-14;7:00;129;55;114;46;707;20,7;48,8
08-janv-14;13:00;93;53;170;70;605;21,1;49,9
09-janv-14;0:00;ND;ND;ND;ND;ND;20,9;49,4
09-janv-14;5:00;18;28;141;51;472;19,8;45,9
09-janv-14;8:00;61;43;170;56;724;20,3;46,9
09-janv-14;9:00;80;41;213;82;619;20,5;46,5
09-janv-14;10:00;86;45;156;61;573;20,3;46,2
10-janv-14;6:00;51;45;158;59;534;19;39,4
11-janv-14;2:00;448;133;422;211;491;19,7;40
11-janv-14;18:00;151;63;134;54;652;19,3;41,6
11-janv-14;22:00;206;74;146;64;577;18,9;41,3
11-janv-14;23:00;235;75;138;67;588;18,8;41,5
13-janv-14;4:00;12;29;26;11;437;18,4;44,8
13-janv-14;12:00;50;54;154;55;561;19;43
13-janv-14;19:00;63;58;258;91;613;19,4;40,4
14-janv-14;0:00;550;117;173;69;462;18,7;39,5
14-janv-14;4:00;25;40;69;26;424;17,9;42,5
14-janv-14;12:00;98;69;117;40;565;18,7;36,7
14-janv-14;16:00;101;70;166;55;671;18,6;34,5
14-janv-14;20:00;83;62;232;86;536;19;33,5
14-janv-14;22:00;36;53;177;54;502;18,6;33
15-janv-14;0:00;25;36;224;75;433;18,6;38,4
15-janv-14;1:00;690;180;336;80;493;18,7;40,3
15-janv-14;3:00;39;42;29;22;423;18,9;35,8
15-janv-14;8:00;102;46;283;104;763;18,7;44,4
15-janv-14;12:00;67;47;190;72;576;18,6;44,6
15-janv-14;14:00;96;54;204;86;587;18,6;46,5
15-janv-14;22:00;21;37;126;51;487;18,8;47,9
16-janv-14;0:00;12;31;171;62;416;18,6;47,6
16-janv-14;1:00;7;25;90;65;407;17,8;48,1
16-janv-14;2:00;6;21;96;83;407;18,2;47,7
16-janv-14;16:00;68;57;177;61;705;19,3;44,9
16-janv-14;22:00;13;36;209;81;478;19;42,4
17-janv-14;0:00;8;27;166;70;411;19;42,2
17-janv-14;12:00;52;48;162;62;575;18,9;40,6
17-janv-14;17:00;107;54;349;128;870;20;41
17-janv-14;21:00;61;51;181;71;517;19,2;36
17-janv-14;23:00;66;52;160;59;505;19,1;35,2
18-janv-14;0:00;70;51;195;75;460;18,7;36,1
18-janv-14;3:00;239;101;21;18;453;18,2;35,9
18-janv-14;6:00;44;41;65;27;469;18,2;35,7
18-janv-14;9:00;69;47;120;47;531;18,3;35,1
18-janv-14;15:00;109;64;262;90;676;19,3;37
18-janv-14;20:00;88;61;165;63;528;18,9;38,6
18-janv-14;21:00;69;54;138;50;516;19;38,8
18-janv-14;23:00;41;46;122;48;502;19;39,4
19-janv-14;10:00;19;43;82;30;474;18,4;42,1
19-janv-14;20:00;73;68;164;58;486;18,2;37,7
20-janv-14;2:00;14;44;17;17;443;18,3;37,9
20-janv-14;4:00;9;40;26;15;445;17,6;38,7
20-janv-14;5:00;43;48;92;36;487;17,8;38,5
20-janv-14;17:00;148;70;99;41;713;18,3;42,3
20-janv-14;18:00;145;69;95;37;655;18,2;41,4
20-janv-14;19:00;121;67;123;49;575;17,9;40,3
20-janv-14;23:00;33;53;64;26;450;17,3;36,4
21-janv-14;2:00;25;22;22;18;424;18;37,7
21-janv-14;4:00;8;25;50;19;426;17,2;37,9
21-janv-14;11:00;77;56;86;29;536;17,4;38
22-janv-14;0:00;298;74;105;46;443;17,9;35,5
22-janv-14;2:00;396;87;44;24;449;18;35,1
22-janv-14;5:00;20;42;74;25;459;16,9;34,4
23-janv-14;0:00;44;33;108;47;433;17,7;40,9
23-janv-14;3:00;16;21;25;17;427;17,9;43,8
23-janv-14;4:00;17;28;35;17;437;17,7;43,6
23-janv-14;5:00;35;31;218;89;476;17,4;46,2
23-janv-14;9:00;131;53;138;49;582;17,8;44,3
23-janv-14;10:00;115;46;242;96;541;18;45,1
23-janv-14;16:00;87;46;431;162;747;18,6;46,5
23-janv-14;22:00;30;44;328;120;473;18,2;41,1
24-janv-14;4:00;714;147;171;116;478;17,7;38,8
24-janv-14;11:00;ND;ND;230;ND;ND;18,4;39,5
24-janv-14;14:00;98;44;386;155;623;18,8;41,3
24-janv-14;16:00;107;55;276;114;830;18,9;40,7
24-janv-14;23:00;41;40;364;130;495;18,4;39,5
25-janv-14;3:00;1031;245;190;136;523;17,6;41,5
25-janv-14;11:00;54;47;272;102;560;18;37,8
25-janv-14;14:00;67;45;382;138;625;18,4;43,1
25-janv-14;17:00;107;39;324;128;669;18,8;45,5
26-janv-14;1:00;74;50;37;19;432;17,9;36,6
27-janv-14;2:00;21;21;18;7;415;17,3;41,9
27-janv-14;6:00;28;46;256;89;546;17,6;37,7
27-janv-14;10:00;45;52;249;93;539;17,9;35,9
27-janv-14;12:00;36;47;234;95;558;18;37,8
27-janv-14;13:00;43;49;225;93;556;18,1;37,2
27-janv-14;15:00;58;42;389;159;612;18,6;39
27-janv-14;18:00;78;49;382;148;770;18,9;38,2
27-janv-14;21:00;17;43;201;82;475;18,1;37,1
27-janv-14;22:00;13;37;250;103;459;18;38,2
28-janv-14;5:00;54;36;349;127;462;17,3;39,9
28-janv-14;6:00;40;44;355;126;565;17,5;40,1
28-janv-14;20:00;41;36;517;205;519;19,4;45,6
12/10/2015;5:00;ND;26;32;25;436;22,2;41,1
12/10/2015;7:00;ND;28;216;125;597;22,3;45,1
12/10/2015;11:00;ND;42;162;43;560;22,5;40,7
12/10/2015;12:00;ND;41;156;74;549;22,2;41,4
12/10/2015;17:00;ND;53;117;72;774;23,3;41
12/10/2015;19:00;ND;55;89;55;726;23,4;41,1
12/10/2015;20:00;ND;56;92;55;601;23,2;40,5
13/10/2015;7:00;ND;42;230;151;570;21,6;45,4
13/10/2015;12:00;ND;49;128;74;532;21,9;40,7
13/10/2015;19:00;ND;50;264;177;744;22,4;37,6
13/10/2015;23:00;ND;46;53;34;457;21,3;31,6
14/10/2015;7:00;ND;39;252;151;569;21;37,5
14/10/2015;15:00;ND;53;152;91;628;21,8;34,4
14/10/2015;16:00;ND;49;178;105;659;22;35,3
14/10/2015;22:00;ND;49;116;62;495;21,7;42,6
15/10/2015;0:00;ND;38;75;38;460;21,4;38,2
15/10/2015;10:00;ND;32;178;97;637;20,9;38,9
15/10/2015;11:00;ND;31;151;88;571;21;38,2
15/10/2015;16:00;ND;37;275;181;648;21,2;37,6
15/10/2015;22:00;ND;45;76;41;514;21;33
16/10/2015;9:00;ND;29;396;214;876;20,9;50,8
16/10/2015;14:00;142;35;158;91;656;21,1;45,8
16/10/2015;20:00;133;41;288;168;676;21,1;46,3
17/10/2015;2:00;53;43;15;10;449;20,2;42
17/10/2015;6:00;56;33;140;83;467;20,3;45,5
17/10/2015;10:00;93;36;135;78;545;20,6;46,8
18/10/2015;5:00;15;27;46;29;434;20,3;49,7
18/10/2015;12:00;39;40;88;46;487;20,8;41,7
18/10/2015;14:00;40;40;86;47;508;20,9;43
18/10/2015;16:00;32;51;85;43;499;20,9;39,4
18/10/2015;18:00;62;49;53;27;513;21;40
18/10/2015;23:00;47;52;60;33;465;20,6;40,6
19/10/2015;12:00;132;64;122;70;618;20,7;42,5
30-déc-14;20:00;66;57;166;77;548;18;36
31-déc-14;11:00;104;63;135;67;610;18;37
31-déc-14;14:00;89;63;154;65;678;18;36
31-déc-14;18:00;154;68;380;187;650;18;39
31-déc-14;22:00;260;93;150;78;658;18;36
31-déc-14;23:00;333;89;285;142;681;18;39
01/01/2015;3:00;303;84;129;96;634;17,2;35,9
01/01/2015;9:00;110;53;250;129;522;16,9;36,8
01/01/2015;10:00;54;56;141;69;491;17;33
01/01/2015;13:00;19;54;112;51;478;17,2;32,5
01/01/2015;16:00;24;56;100;46;505;17,3;34,1
01/01/2015;22:00;10;44;138;54;449;17,1;33,6
02/01/2015;6:00;17;32;266;136;459;17,1;49
03/01/2015;11:00;33;33;149;97;507;17,6;53,5
03/01/2015;12:00;32;34;203;77;505;17,8;56,1
04/01/2015;5:00;<2;23;122;58;390;17,4;41,7
04/01/2015;7:00;6;43;115;62;397;17,4;40,2
04/01/2015;15:00;34;60;126;51;461;17,7;36,9
04/01/2015;18:00;50;62;85;43;471;17,6;37
04/01/2015;19:00;37;60;146;67;457;17,5;37,7
05/01/2015;6:00;113;46;236;112;561;16,9;40,7
05/01/2015;11:00;125;52;206;93;537;17,4;42,4
05/01/2015;12:00;71;50;341;131;524;17,3;42,2
05/01/2015;17:00;123;48;331;160;836;17,9;43,2
05/01/2015;18:00;140;48;330;155;742;17,7;42,9
05/01/2015;23:00;71;49;71;38;438;16,9;33,4
06/01/2015;0:00;98;50;89;46;420;16,5;34,5
06/01/2015;4:00;29;35;70;35;402;15,8;36,9
06/01/2015;5:00;34;33;172;78;440;16,3;36,9
06/01/2015;6:00;50;32;218;95;534;16,6;38,8
06/01/2015;9:00;103;42;212;83;550;16,7;36,3
06/01/2015;10:00;110;41;219;93;523;16,9;36,5
06/01/2015;13:00;91;39;177;78;533;17;39,2
07/01/2015;2:00;44;45;19;15;395;16,5;44,1
07/01/2015;6:00;192;43;308;149;575;16,8;46,6
07/01/2015;16:00;109;35;221;98;695;17,6;47,4
07/01/2015;23:00;22;31;110;46;397;17,4;45,4
08/01/2015;20:00;53;64;86;43;470;18,1;48,7
09/01/2015;8:00;35;49;137;58;608;18,1;58,4
09/01/2015;10:00;43;45;169;79;454;18,1;60,8
09/01/2015;17:00;39;41;129;58;815;19,7;58,1
10/01/2015;10:00;11;36;126;51;494;19;57,3
10/01/2015;13:00;12;38;109;45;539;19,3;55,5
11/01/2015;7:00;<2;32;107;44;429;17,6;39,7
11/01/2015;8:00;6;44;105;45;437;17,5;39,8
11/01/2015;17:00;13;49;165;77;587;18,2;37,8
11/01/2015;22:00;<2;30;104;44;428;17,7;41
12/01/2015;18:00;47;49;159;63;693;18,9;47
13/01/2015;1:00;<2;18;36;18;402;17,7;48,3
13/01/2015;3:00;<2;17;<5;<5;399;17,6;49,4
13/01/2015;10:00;24;40;157;73;500;18,4;46,9
13/01/2015;18:00;70;53;204;91;735;19,4;50,3
14/01/2015;4:00;<2;21;26;11;407;17,3;42,5
14/01/2015;12:00;42;62;50;27;529;17,8;40,9
14/01/2015;19:00;69;53;162;86;590;18,6;44
15/01/2015;4:00;6;19;ND;ND;428;17,6;45,6
15/01/2015;5:00;5;25;65;36;455;17,8;43,8
15/01/2015;13:00;25;36;245;123;572;19,1;51,1
15/01/2015;15:00;40;42;258;119;660;19,4;51,6
15/01/2015;16:00;31;37;277;135;802;19,5;55
15/01/2015;18:00;45;46;252;119;861;19,8;51
15/01/2015;20:00;27;44;232;105;571;19,6;46,5
16/01/2015;9:00;72;44;356;173;638;19,1;46,3
16/01/2015;12:00;45;45;170;84;588;19,1;42,9
16/01/2015;13:00;35;44;235;117;589;19,2;42,5
16/01/2015;16:00;53;44;245;112;811;19,6;44,1
16/01/2015;18:00;73;49;300;116;812;19,7;46
16/01/2015;19:00;65;54;141;65;687;19,3;45
16/01/2015;21:00;30;37;231;114;504;18,9;46
16/01/2015;22:00;23;36;268;135;485;18,8;45,3
17/01/2015;6:00;28;44;95;47;454;17,7;38,6
17/01/2015;16:00;58;46;236;108;677;18,7;37,3
17/01/2015;23:00;26;39;129;58;475;17,9;34,9
18/01/2015;2:00;16;39;17;11;415;17,3;34
18/01/2015;4:00;8;31;40;22;415;16,9;37,6
18/01/2015;9:00;18;34;84;39;448;17,2;35,2
18/01/2015;10:00;23;35;82;39;462;17,3;35,6
18/01/2015;15:00;14;41;120;55;492;17,7;36,3
18/01/2015;19:00;26;45;162;71;469;17,4;36,5
18/01/2015;21:00;18;42;185;64;452;17,3;32,7
19/01/2015;1:00;12;36;36;29;414;17,3;36,2
19/01/2015;3:00;7;28;16;13;411;17,1;36,9
19/01/2015;8:00;113;36;361;162;822;17,8;44,8
19/01/2015;13:00;80;40;181;98;564;17,5;40,4
19/01/2015;21:00;30;49;122;55;466;17,3;32,5
19/01/2015;22:00;25;51;88;41;450;17,1;31,8
19/01/2015;23:00;23;47;87;42;433;17,2;32,3
20/01/2015;0:00;12;42;76;43;410;17;33,2
20/01/2015;8:00;104;33;380;203;826;17,5;45,1
20/01/2015;14:00;105;42;217;103;594;17,6;37,5
21/01/2015;6:00;59;30;281;133;536;16,4;39,4
21/01/2015;18:00;ND;ND;102;47;824;17,5;37
21/01/2015;19:00;ND;ND;325;182;632;17,1;40,2
21/01/2015;21:00;ND;ND;138;72;472;16,9;35,7
21/01/2015;22:00;ND;ND;138;73;478;16,8;35,3
22/01/2015;9:00;ND;ND;208;101;588;16,6;36,1
22/01/2015;15:00;111;47;230;117;634;16,8;38,2
23/01/2015;0:00;239;61;187;112;416;16,1;31,6
23/01/2015;1:00;34;45;30;27;396;15,6;30,8
23/01/2015;2:00;28;42;19;22;394;15,3;31,9
28-janv-14;23:00;42;36;357;129;441;18,8;44
29-janv-14;7:00;128;47;567;287;726;18,9;43,1
29-janv-14;9:00;133;52;333;171;582;18,8;39
29-janv-14;11:00;115;46;334;147;558;18,9;42,9
29-janv-14;13:00;126;49;390;154;574;18,6;43,8
29-janv-14;17:00;113;44;409;152;833;19,6;43,2
29-janv-14;19:00;107;51;265;108;613;19;41,3
29-janv-14;20:00;78;38;420;165;519;19,1;44,1
29-janv-14;23:00;40;34;301;120;444;18,8;44,3
30-janv-14;2:00;99;37;801;332;438;17,8;53,1
30-janv-14;15:00;111;42;381;155;612;19,5;45,1
30-janv-14;20:00;81;38;374;152;528;19,5;44,9
30-janv-14;21:00;62;37;301;122;486;19,4;44,4
31-janv-14;5:00;103;35;323;132;475;18,2;45,1
31-janv-14;12:00;ND;ND;65;25;ND;17,9;39,3
31-janv-14;17:00;64;60;98;27;693;18,6;38
31-janv-14;20:00;26;46;189;70;533;18,9;38,9
01-févr-14;1:00;5;36;24;7;431;18;43,4
01-févr-14;3:00;<2;24;<5;<5;424;17,6;46
01-févr-14;6:00;7;41;53;18;451;17,5;50,6
01-févr-14;8:00;21;65;39;10;484;17,3;47,9
01-févr-14;17:00;79;73;90;33;636;18,6;36
01-févr-14;18:00;80;75;85;29;609;18,5;35,7
01-févr-14;19:00;52;70;71;27;558;18,2;35,9
02-févr-14;0:00;18;53;65;17;459;18,1;35
02-févr-14;15:00;11;50;65;20;488;17,4;37,4
03-févr-14;12:00;69;64;69;24;551;17,4;35,2
03-févr-14;20:00;55;59;75;27;519;17,9;35,8
03-févr-14;22:00;14;47;43;18;463;17,3;36,1
04-févr-14;1:00;139;53;30;18;435;17,5;38,8
04-févr-14;14:00;51;69;62;20;562;18;37,9
04-févr-14;16:00;53;69;134;42;654;18,3;37,4
04-févr-14;22:00;13;54;31;7;482;17,8;33,6
05-févr-14;12:00;30;53;159;69;576;18,9;39,2
05-févr-14;13:00;29;54;144;68;569;18,8;41,5
05-févr-14;14:00;38;59;130;61;583;19;40,6
05-févr-14;16:00;49;61;171;76;690;19,2;41,6
05-févr-14;17:00;44;59;175;72;742;19,3;43,4
05-févr-14;18:00;44;55;228;87;718;19,3;43,4
05-févr-14;23:00;9;38;112;41;457;18,7;41,3
06-févr-14;0:00;7;27;149;58;429;19;41,4
06-févr-14;4:00;23;29;27;11;429;17,7;41,4
07-févr-14;4:00;6;13;27;14;421;18,7;47,6
07-févr-14;5:00;6;19;93;44;457;18,6;47,6
07-févr-14;10:00;31;52;131;49;531;19;37,2
07-févr-14;11:00;24;51;160;74;559;19,1;36,4
07-févr-14;18:00;94;67;186;64;693;19,6;34
08-févr-14;4:00;5;23;6;<5;420;18,5;39,4
08-févr-14;10:00;20;45;158;50;517;18,9;45,3
08-févr-14;11:00;27;49;121;36;537;18,9;45,7
08-févr-14;13:00;25;54;108;36;558;18,9;44,8
08-févr-14;16:00;26;53;146;52;621;19,3;38,3
08-févr-14;17:00;27;59;177;58;641;19,2;38,8
08-févr-14;18:00;37;62;146;47;613;18,9;36,7
08-févr-14;19:00;22;54;136;42;564;18,8;35,5
09-févr-14;0:00;52;41;157;49;442;18,6;37,8
09-févr-14;9:00;5;35;125;42;459;18;34,6
09-févr-14;10:00;6;32;204;75;466;18,2;35,1
09-févr-14;17:00;21;51;177;64;515;18,5;36,9
09-févr-14;19:00;9;44;84;32;481;18,2;39
09-févr-14;20:00;9;41;90;29;465;18,3;39,7
10-févr-14;0:00;11;34;203;61;426;18,6;39
10-févr-14;10:00;180;69;168;66;561;18,4;36,3
10-févr-14;21:00;22;47;178;74;484;18,8;37,7
10-févr-14;22:00;11;43;102;38;466;18,4;36,4
11-févr-14;7:00;90;64;91;29;609;17,1;39,3
11-févr-14;12:00;30;62;62;25;533;17,7;36,7
09-janv-13;17:00;130;25;931;345;942;21;51
05-janv-13;11:00;65;37;394;156;539;21;50
10-janv-13;11:00;136;29;244;87;597;19;49
09-janv-13;11:00;97;40;217;76;590;19;45
09-janv-13;20:00;94;34;107;41;548;19;48
10-janv-13;8:00;173;34;140;46;756;19;49
10-janv-13;10:00;149;27;202;75;578;20;49
09-janv-13;22:00;66;28;98;32;486;19;47
09-janv-13;13:00;94;41;252;89;600;19;45
10-janv-13;5:00;41;18;110;39;466;19;48
20-janv-13;11:00;24;19;914;330;525;16;48
20-janv-13;22:00;14;18;696;220;462;16;47
19-janv-13;23:00;39;30;451;147;521;17;44
18-janv-13;20:00;51;32;421;137;612;17;44
19-janv-13;21:00;47;33;314;105;531;17;43
21-janv-13;9:00;119;23;880;319;729;17;51
20-janv-13;23:00;14;18;617;208;450;16;47
18-janv-13;15:00;82;31;673;240;759;18;43
21-janv-13;2:00;9;18;19;14;424;16;46
21-janv-13;3:00;7;22;10;10;423;16;44
09-janv-13;10:00;104;36;279;95;574;20;45
07-janv-13;17:00;97;54;207;67;778;21;46
