DATE;HEURE;NO;NO2;PM10;CO2;TEMP;HUMI
2015-09-19;13:00;28;62;29;448;20;55
2015-09-18;3:00;11;42;13;369;19;55
2015-09-19;21:00;22;71;35;449;21;53
2015-09-20;3:00;10;58;13;401;21;48
2015-09-18;6:00;35;56;22;381;20;54
2015-09-20;17:00;21;77;27;488;21;41
2015-09-20;1:00;21;69;25;430;20;51
2015-09-24;13:00;43;65;12;452;20;59
2015-09-25;9:00;136;66;64;511;19;62
2015-09-25;11:00;67;63;31;435;20;58
2015-09-24;15:00;65;74;18;458;20;58
2015-09-24;18:00;56;62;45;509;21;60
2015-09-24;11:00;61;69;9;445;19;56
2015-09-25;1:00;56;57;16;406;20;68
2015-09-25;13:00;41;63;25;441;20;52
2015-09-24;8:00;108;78;9;481;18;55
2015-09-25;3:00;59;45;8;407;21;62
2015-09-15;13:00;32;66;23;426;21;40
2015-09-16;19:00;39;71;36;444;21;55
2015-09-17;13:00;71;83;49;430;21;59
2015-09-16;8:00;106;61;51;447;21;73
2015-09-16;14:00;80;83;21;436;22;66
2015-09-17;18:00;32;71;69;494;22;51
2015-09-15;18:00;41;74;54;482;22;46
2015-09-17;14:00;48;77;32;427;21;52
2015-09-17;16:00;51;81;46;433;21;51
2015-09-16;3:00;5;21;6;364;20;67
2015-09-14;10:00;62;58;37;413;21;64
2015-09-14;16:00;39;71;26;425;21;47
2015-09-14;20:00;54;83;31;429;21;43
2015-09-14;12:00;25;53;18;418;21;50
2015-09-14;21:00;40;71;35;423;21;44
2015-09-14;19:00;37;72;37;456;21;46
2015-09-15;2:00;4;25;10;366;20;47
2015-09-14;5:00;9;25;7;366;22;62
2015-09-15;3:00;3;18;7;365;20;48
2015-09-15;4:00;4;19;6;366;20;51
2015-09-28;11:00;31;57;23;429;19;42
2015-09-27;21:00;15;64;36;434;21;42
2015-09-28;8:00;96;66;46;480;18;49
2015-09-28;15:00;15;58;25;441;20;35
2015-09-27;18:00;3;28;23;465;21;33
2015-11-09;21:00;35;122;44;447;24;36
2015-11-09;11:00;119;100;52;442;22;37
2015-10-09;11:00;62;78;42;421;21;43
2015-09-09;17:00;20;74;40;437;23;38
2015-09-09;22:00;10;59;30;400;23;42
2015-10-09;0:00;17;75;34;404;23;33
2015-10-09;1:00;6;45;21;372;22;43
2015-10-09;3:00;4;37;15;371;22;42
2015-10-09;5:00;8;40;18;379;21;42
2015-09-09;0:00;7;48;30;391;22;43
2015-09-13;19:00;61;78;26;440;22;60
2015-12-09;18:00;55;62;37;459;23;72
2015-12-09;10:00;42;61;53;441;22;63
2015-09-13;1:00;56;68;30;401;22;63
2015-12-09;9:00;41;66;56;432;23;54
2015-09-13;21:00;73;73;28;423;22;62
2015-12-09;6:00;20;69;37;419;22;45
2015-09-13;18:00;35;62;22;436;22;60
2015-09-13;8:00;26;41;15;394;21;62
2015-09-13;3:00;23;50;9;371;22;57
2015-09-27;9:00;12;31;21;416;18;49
2015-09-27;14:00;<2;11;21;446;20;42
2015-09-27;16:00;<2;11;24;472;21;37
2015-09-26;13:00;13;51;23;445;20;41
2015-09-26;20:00;27;70;41;455;20;46
2015-09-27;5:00;6;30;18;407;19;48
2015-09-26;8:00;32;44;26;423;19;51
2015-09-27;3:00;7;34;18;396;20;46
2015-09-27;2:00;14;47;26;399;20;47
2015-09-27;7:00;7;31;21;411;18;50
2015-09-29;13:00;17;58;21;438;19;37
2015-09-29;12:00;17;53;22;441;19;39
2015-09-29;15:00;15;61;26;442;20;35
2015-09-28;21:00;14;59;28;428;20;44
2015-09-29;2:00;3;29;13;391;20;41
2015-03-10;19:00;57;113;61;515;21,1;40,5
2015-03-10;21:00;79;109;57;499;20,7;43,3
2015-03-10;14:00;59;104;44;494;20,1;42,5
2015-03-10;22:00;78;107;54;488;20,7;43,5
2015-04-10;11:00;66;78;50;493;18,5;52,6
2015-04-10;18:00;41;73;44;485;19,4;57,6
2015-04-10;0:00;96;103;55;490;20,3;43,7
2015-02-10;16:00;33;84;34;476;20,4;37,6
2015-05-10;0:00;19;49;27;396;18,8;60,8
2015-02-10;3:00;5;39;16;401;19,1;36,1
2015-01-10;16:00;23;69;36;464;19,5;32,6
2015-01-10;20:00;38;82;42;467;19,5;35,8
2015-01-10;9:00;71;69;50;491;17,1;41,2
2015-02-10;0:00;14;55;32;420;18,7;36,8
2015-01-10;1:00;929;39;39;404;19,2;37
2015-09-30;13:00;28;61;27;446;19;41
2015-09-30;18:00;26;74;45;500;21;34
2015-07-27;6:00;38;39;21;381;22;55
2015-07-28;6:00;13;45;38;378;22;43
2015-07-28;2:00;3;32;26;361;24;37
2015-07-24;11:00;68;100;52;433;26;39
2015-07-24;18:00;45;104;68;535;27;50
2015-07-24;22:00;43;71;31;464;27;49
2015-07-24;14:00;27;111;46;478;27;39
2015-07-25;3:00;11;37;20;390;26;51
2015-07-26;7:00;27;67;40;391;23;36
2015-07-26;16:00;7;44;54;527;23;58
2015-07-25;0:00;38;91;37;437;25;29
2015-07-25;6:00;10;36;6;390;24;47
2015-07-25;5:00;5;26;15;390;25;51
2015-07-22;19:00;31;75;57;485;28;38
2015-07-21;23:00;32;54;40;464;28;51
2015-07-22;14:00;29;89;32;460;27;38
2015-07-22;20:00;24;69;44;463;27;38
2015-07-23;5:00;11;33;14;370;26;41
2015-07-23;13:00;23;75;28;433;26;36
2015-07-23;4:00;<2;20;14;364;26;39
2015-07-24;5:00;6;40;19;367;25;37
2015-07-23;2:00;3;34;18;374;26;37
2015-07-22;1:00;7;32;8;400;27;50
2015-12-07;23:00;14;54;21;448;25;40
2015-11-07;17:00;32;86;38;519;27;39
2015-11-07;18:00;29;80;44;513;27;41
2015-12-07;16:00;24;57;46;502;26;43
2015-11-07;19:00;42;85;39;515;27;42
2015-12-07;21:00;21;53;37;463;25;47
2015-11-07;0:00;22;67;30;460;26;39
2015-12-07;9:00;14;42;16;420;24;41
2015-12-07;8:00;9;35;21;413;24;44
2015-07-13;3:00;4;26;17;405;26;43
2015-07-18;14:00;31;93;28;453;27;37
2015-07-19;10:00;13;36;32;403;25;57
2015-07-19;9:00;29;42;36;398;25;59
2015-07-18;8:00;11;41;21;390;25;48
2015-07-19;1:00;10;43;19;393;26;52
2015-07-19;7:00;13;39;25;386;25;55
2015-07-20;2:00;11;30;<2;376;27;59
2015-07-18;3:00;9;37;<2;380;27;42
2015-07-19;4:00;13;48;13;367;26;49
2015-07-20;4:00;8;25;7;371;27;59
2015-07-20;21:00;33;54;29;470;28;53
2015-07-21;13:00;75;59;33;468;27;57
2015-07-20;13:00;47;50;68;512;27;59
2015-07-20;14:00;48;49;81;534;27;58
2015-07-20;18:00;49;61;47;522;28;53
2015-07-21;12:00;69;48;35;459;27;58
2015-07-21;21:00;38;58;32;477;29;48
2015-07-21;5:00;18;26;14;403;27;54
2015-07-20;0:00;31;51;34;444;27;55
2015-07-20;6:00;37;34;37;421;25;67
2015-07-13;19:00;23;60;39;497;27;46
2015-07-13;12:00;32;53;24;476;25;51
2015-07-14;17:00;29;52;39;505;27;46
2015-07-14;16:00;10;26;31;493;27;46
2015-07-13;14:00;32;59;30;493;26;50
2015-07-14;14:00;17;39;35;492;26;48
2015-07-13;8:00;34;49;45;447;24;52
2015-07-13;0:00;24;62;33;453;26;46
2015-07-14;18:00;32;55;32;501;27;44
2015-07-13;9:00;53;55;46;462;24;53
2015-07-28;14:00;27;66;61;457;23;40
2015-07-28;9:00;39;65;93;490;23;45
2015-05-08;23:00;175;133;71;559;28;38
2015-05-08;15:00;25;89;41;524;28;37
2015-06-08;13:00;19;65;36;512;27;39
2015-06-08;2:00;84;104;41;508;29;38
2015-05-08;21:00;19;92;69;546;29;34
2015-06-08;12:00;16;58;41;509;27;43
2015-06-08;14:00;26;79;39;524;28;36
2015-06-08;9:00;31;54;74;517;26;51
2015-06-08;8:00;30;57;71;505;26;52
2015-06-08;5:00;7;34;32;460;28;42
2015-03-08;15:00;20;113;68;562;30;24
2015-02-08;21:00;11;107;58;542;28;31
2015-03-08;17:00;18;118;99;600;31;26
2015-03-08;9:00;47;107;87;553;26;40
2015-02-08;11:00;9;82;33;471;24;34
2015-02-08;4:00;<2;42;16;428;25;30
2015-03-08;2:00;5;68;69;471;27;36
2015-02-08;8:00;6;53;16;444;23;30
2015-02-08;3:00;4;53;7;433;25;30
2015-03-08;3:00;3;40;26;463;26;36
2015-08-14;17:00;36;80;92;535;27;48
2015-08-14;10:00;43;60;32;410;26;53
2015-08-14;18:00;99;96;78;506;27;58
2015-08-14;20:00;73;87;38;488;27;58
2015-08-13;23:00;33;77;9;430;27;59
2015-08-14;7:00;36;48;33;401;25;60
2015-08-13;20:00;35;81;58;462;28;58
2015-08-14;5:00;11;34;9;379;27;55
2015-12-08;18:00;16;109;66;493;31;44
2015-11-08;21:00;15;51;66;423;28;47
2015-08-13;13:00;17;100;52;445;29;53
2015-08-13;9:00;38;102;76;439;28;55
2015-11-08;16:00;25;74;54;454;29;45
2015-12-08;15:00;12;99;50;454;30;47
2015-11-08;0:00;19;47;34;386;27;51
2015-06-08;0:00;9;40;35;480;27;43
2015-03-08;1:00;17;97;57;491;26;35
2015-04-08;4:00;10;30;27;471;28;52
2015-04-08;6:00;29;44;40;485;26;55
2015-04-08;20:00;31;79;68;546;27;27
2015-04-08;18:00;29;76;69;606;27;27
2015-04-08;1:00;5;31;95;484;29;48
2015-04-08;22:00;26;75;54;518;26;28
2015-05-08;3:00;5;32;25;450;26;37
2015-05-08;2:00;7;39;25;452;26;36
2015-05-08;8:00;79;74;79;508;24;42
2015-08-20;21:00;46;61;42;413;25;57
2015-08-21;1:00;47;68;154;366;26;56
2015-08-20;17:00;42;49;47;453;25;57
2015-08-19;13:00;14;78;25;411;25;36
2015-08-19;9:00;92;83;99;451;23;43
2015-08-20;8:00;66;78;62;401;24;59
2015-08-19;23:00;26;86;52;429;26;39
2015-07-29;11:00;53;68;31;468;22;40
2015-07-29;17:00;49;79;88;549;24;31
2015-07-29;13:00;39;71;36;491;23;35
2015-07-29;22:00;17;61;44;457;23;36
2015-07-30;20:00;16;58;59;473;24;29
2015-07-30;19:00;21;61;60;513;24;30
2015-07-29;8:00;57;61;52;502;21;48
2015-07-30;3:00;8;41;18;394;23;38
2015-07-29;0:00;19;62;37;431;23;37
2015-07-31;2:00;3;33;24;413;24;35
2015-08-23;17:00;32;69;10;456;26;41
2015-08-22;1:00;49;79;21;432;26;45
2015-08-22;8:00;31;63;28;437;25;45
2015-08-23;7:00;13;43;21;432;26;38
2015-08-22;9:00;39;70;30;439;25;45
2015-08-22;0:00;27;98;32;473;28;31
2015-08-23;2:00;17;62;17;426;27;34
2015-08-23;21:00;47;82;17;457;26;40
2015-08-23;20:00;34;76;33;457;26;41
2015-08-24;3:00;12;35;21;405;26;44
2015-08-24;11:00;34;48;15;422;24;58
2015-08-24;13:00;25;47;37;453;24;59
2015-08-24;18:00;17;49;62;491;24;59
2015-08-24;4:00;10;23;17;401;26;47
2015-08-24;19:00;18;46;9;460;24;51
2015-08-25;21:00;40;65;53;431;24;62
2015-08-25;7:00;56;52;28;422;21;49
2015-08-24;21:00;10;32;23;426;23;52
2015-08-26;5:00;11;29;<2;403;24;57
2015-08-24;22:00;6;27;10;409;23;51
2015-08-26;4:00;13;31;<2;399;24;58
2015-08-24;23:00;5;22;13;409;23;48
2015-08-26;6:00;33;43;<2;412;23;59
2015-08-26;22:00;33;61;33;430;26;54
2015-08-27;2:00;14;39;14;384;26;55
2015-08-27;13:00;63;81;18;436;22;59
2015-08-27;11:00;66;83;25;429;22;58
2015-08-27;17:00;73;83;39;482;22;62
2015-08-28;20:00;21;76;37;438;24;46
2015-08-29;3:00;19;58;60;392;24;52
2015-08-28;1:00;31;68;17;394;22;61
2015-08-29;1:00;36;81;30;413;24;53
2015-08-27;5:00;10;27;11;385;25;60
2015-08-31;2:00;160;117;49;474;28;55
2015-08-30;19:00;23;101;45;471;30;42
2015-08-31;17:00;35;81;53;456;28;60
2015-08-30;14:00;17;82;31;415;29;46
2015-08-30;0:00;50;101;47;453;28;49
2015-08-31;14:00;29;82;45;449;28;52
2015-08-31;5:00;60;72;26;437;27;56
2015-01-09;8:00;28;56;35;408;23;58
2015-01-09;4:00;<2;13;3;351;25;54
2015-01-09;5:00;3;17;3;356;25;55
2015-03-09;23:00;15;67;27;404;22;38
2015-04-09;23:00;30;67;28;420;22;44
2015-03-09;11:00;48;83;25;412;22;43
2015-04-09;15:00;39;80;31;456;22;36
2015-03-09;15:00;21;73;29;437;23;30
2015-03-09;12:00;43;82;29;423;22;41
2015-05-09;12:00;28;59;17;419;21;40
2015-04-09;6:00;29;62;22;387;21;43
2015-04-09;2:00;8;48;14;373;23;38
2015-04-09;3:00;5;36;9;371;23;38
2015-07-09;9:00;134;88;61;481;19;48
2015-06-09;15:00;12;50;26;441;21;34
2015-07-09;6:00;62;69;28;410;19;46
2015-05-09;0:00;18;56;19;402;21;46
2015-06-09;22:00;5;42;27;406;21;37
2015-07-09;20:00;22;67;39;421;22;45
2015-06-09;2:00;9;45;22;377;21;44
2015-06-09;11:00;7;36;20;403;20;36
2015-08-29;0:00;113;100;58;452;27;65
2015-08-29;23:00;94;96;54;448;27;63
2015-08-29;11:00;32;57;25;425;23;58
2015-08-29;14:00;20;72;43;432;25;62
2015-08-29;7:00;36;51;22;425;23;56
2015-08-29;13:00;29;67;39;434;25;60
2015-08-30;8:00;41;54;36;419;25;69
2015-08-29;6:00;28;48;22;420;23;56
2015-08-30;11:00;13;55;30;398;27;55
2015-08-30;4:00;29;57;26;401;26;68
2015-02-09;11:00;48;83;26;403;23;44
2015-08-09;22:00;14;56;<2;396;21;48
2015-09-09;19:00;18;78;44;447;23;38
2015-09-09;20:00;21;83;46;429;23;39
2015-10-09;6:00;31;61;23;390;20;44
2015-09-26;17:00;16;59;33;460;20;44
2015-09-26;21:00;23;65;37;448;20;47
2015-09-28;10:00;55;60;41;438;18;45
2015-09-27;22:00;10;51;30;419;20;46
2015-09-28;17:00;17;61;39;468;21;36
2015-09-26;6:00;21;40;25;412;19;52
2015-09-28;12:00;23;56;23;442;19;39
2015-09-27;6:00;7;29;24;409;18;50
2015-09-24;17:00;63;67;31;487;21;59
2015-09-24;21:00;94;83;22;456;20;68
2015-09-25;7:00;113;61;30;440;19;64
2015-09-25;19:00;27;56;44;469;21;49
2015-09-25;8:00;120;64;50;498;19;63
2015-09-23;16:00;53;87;33;460;20;42
2015-09-24;12:00;61;71;11;455;20;58
2015-09-25;14:00;47;67;28;450;20;48
2015-09-26;5:00;12;37;19;406;20;49
2015-09-25;5:00;44;42;9;410;20;62
2015-09-21;19:00;59;100;52;494;22;49
2015-09-23;10:00;88;63;45;439;19;57
2015-09-23;1:00;30;53;14;396;19;57
2015-09-23;13:00;53;74;23;440;20;48
2015-09-21;22:00;15;57;29;433;21;55
2015-09-22;7:00;61;65;20;422;19;61
2015-09-22;0:00;22;53;20;407;19;58
2015-09-23;6:00;42;45;18;406;18;58
2015-09-22;6:00;26;51;9;399;19;60
2015-09-22;5:00;8;36;<2;389;20;59
2015-09-16;15:00;52;76;23;420;21;63
2015-09-17;10:00;40;64;43;405;21;55
2015-09-16;21:00;17;54;32;398;21;58
2015-09-18;7:00;86;72;37;404;19;56
2015-09-18;1:00;32;55;29;371;20;54
2015-09-16;7:00;63;56;32;396;21;72
2015-09-16;0:00;19;49;31;379;21;59
2015-09-17;6:00;20;48;27;366;21;62
2015-09-16;2:00;6;26;8;363;20;69
2015-09-17;4:00;4;23;21;351;21;60
2015-09-20;22:00;103;109;33;459;21;45
2015-09-21;11:00;104;98;31;460;20;46
2015-09-19;23:00;17;64;25;435;21;51
2015-09-20;19:00;23;84;31;473;21;43
2015-09-21;3:00;102;81;27;445;21;50
2015-09-20;11:00;9;51;14;427;19;50
2015-09-21;14:00;34;86;25;454;21;43
2015-09-20;20:00;27;92;31;461;21;44
2015-09-20;5:00;13;53;17;420;20;50
2015-09-20;4:00;8;51;10;403;21;48
2015-09-18;13:00;37;69;28;451;21;53
2015-09-18;15:00;46;74;42;467;21;57
2015-09-18;19:00;78;86;48;496;21;65
2015-09-18;17:00;57;72;43;480;21;63
2015-09-18;12:00;66;72;35;459;20;56
2015-09-19;20:00;28;77;37;459;22;51
2015-09-19;16:00;22;63;25;474;21;50
2015-09-19;9:00;47;57;33;427;20;61
2015-09-19;7:00;27;49;23;415;19;60
2015-09-18;8:00;<2;<2;53;ND;19;58
2015-09-14;15:00;47;76;52;431;21;53
2015-09-14;11:00;50;61;23;411;21;60
2015-09-15;14:00;38;71;27;430;21;39
2015-09-15;20:00;39;75;41;431;22;50
2015-09-15;22:00;19;59;31;410;21;57
2015-09-15;15:00;47;76;31;437;21;39
2015-09-15;9:00;55;69;46;465;20;48
2015-09-14;8:00;77;56;48;435;20;66
2015-09-15;21:00;21;64;24;414;21;52
2015-09-15;6:00;15;42;15;376;20;52
2015-09-28;22:00;11;53;26;418;20;46
2015-09-29;3:00;<2;22;10;390;20;41
2015-02-10;19:00;59;104;50;504;20,8;36,6
2015-01-10;18:00;30;75;47;507;19,7;34,2
2015-01-10;22:00;23;70;29;438;19,1;36,3
2015-02-10;14:00;34;75;33;466;19,5;38,5
2015-02-10;7:00;92;68;43;455;16,5;43,6
2015-03-10;0:00;88;99;51;476;19,9;42,7
2015-02-10;8:00;131;75;81;512;17;43,2
2015-01-10;2:00;4;42;17;400;19,1;38,6
2015-02-10;9:00;119;68;78;509;17;43
2015-09-30;23:00;10;53;27;427;20;35
2015-03-10;15:00;64;111;46;502;20,5;39,6
2015-05-10;14:00;102;61;30;452;19,8;73,2
2015-03-10;9:00;182;80;60;506;18,3;50,1
2015-04-10;19:00;33;71;35;471;19,2;57,9
2015-03-10;7:00;80;60;37;471;18,3;48,4
2015-04-10;7:00;87;72;51;462;18,3;52,2
2015-04-10;1:00;125;102;68;490;20;46,9
2015-05-10;4:00;6;27;9;371;17,9;67,7
2015-04-10;4:00;60;76;30;434;20;45,2
2015-03-10;4:00;46;67;30;440;20;43,1
2015-08-10;21:00;51;80;33;433;19,1;44,5
2015-08-10;14:00;52;81;24;436;19,2;39,9
2015-08-10;22:00;52;77;35;421;19,1;46,5
2015-08-10;7:00;77;66;33;412;17,9;55,4
2015-08-10;3:00;14;43;13;376;19,5;49,4
2015-08-10;0:00;24;57;27;390;19,2;50,9
2015-03-10;12:00;128;95;56;517;19;49,4
2015-03-10;5:00;38;62;33;451;19,4;45
2015-01-10;0:00;8;50;29;419;19,5;35,8
2015-09-30;11:00;38;63;29;441;18;43
2015-09-29;23:00;10;57;22;428;20;38
2015-09-29;21:00;15;65;36;447;20;38
2015-09-30;22:00;12;59;31;431;20;36
2015-09-29;19:00;19;67;42;498;21;38
2015-09-30;9:00;72;67;50;479;18;45
2015-09-30;20:00;52;88;44;469;20;36
2015-09-29;0:00;10;56;26;414;20;38
2015-09-30;16:00;38;76;32;458;20;38
2015-09-25;10:00;111;68;47;457;20;60
2015-09-24;19:00;59;65;41;501;21;62
2015-09-23;21:00;42;79;40;448;20;46
2015-09-25;18:00;45;67;49;497;21;46
2015-09-24;23:00;77;69;22;448;20;69
2015-09-24;20:00;55;73;26;468;20;66
2015-09-24;0:00;83;66;21;432;20;69
2015-09-24;2:00;29;56;19;412;20;49
2015-09-26;2:00;10;45;21;395;20;48
2015-09-25;0:00;25;59;27;425;20;49
2015-09-10;22:00;ND;ND;35;450;18,9;52,6
2015-09-10;12:00;ND;ND;31;457;18,3;45,3
2015-09-10;21:00;ND;ND;36;453;19;51,4
2015-09-10;15:00;ND;ND;39;496;19;43,6
2015-06-10;12:00;106;73;28;432;20,4;72,8
2015-06-10;9:00;150;63;53;501;19,9;80,5
2015-06-10;14:00;84;72;36;449;20,6;72,1
2015-05-10;9:00;119;68;66;488;18,9;67,3
2015-06-10;10:00;161;74;42;442;20,1;78,1
2015-06-10;1:00;45;36;28;381;19,2;77,5
2015-06-10;6:00;50;31;18;384;19,5;80,5
2015-05-10;2:00;14;34;29;379;17,7;67,8
2015-06-10;4:00;27;25;17;373;19,3;80,3
2015-05-10;10:00;112;58;53;440;19;67,3
2015-09-16;13:00;61;65;27;429;22;69
2015-09-16;11:00;96;61;31;421;22;72
2015-09-16;17:00;40;69;29;435;21;58
2015-09-16;10:00;76;54;47;417;22;71
2015-09-16;18:00;51;74;42;461;21;57
2015-09-16;23:00;22;50;25;391;21;58
2015-09-17;7:00;39;60;28;384;20;62
2015-09-17;8:00;51;64;38;428;20;61
2015-09-17;5:00;9;33;23;362;22;60
2015-09-17;3:00;4;21;23;351;21;61
2015-10-10;13:00;ND;ND;21;446;18,5;55,7
2015-10-10;11:00;ND;ND;23;443;17,5;58,8
2015-10-10;15:00;ND;ND;28;467;19,3;54,8
2015-10-10;14:00;ND;ND;23;455;18,9;54,9
2015-10-10;1:00;ND;ND;29;424;18,5;56,6
2015-10-10;7:00;ND;ND;30;432;17,1;57,6
2015-10-10;10:00;ND;ND;25;443;17,1;58,7
2015-11-10;15:00;ND;ND;32;465;18,3;52,4
2015-11-10;16:00;ND;ND;37;470;18,6;53,4
2015-11-10;1:00;ND;ND;23;439;18,6;56,5
2015-10-10;16:00;ND;ND;29;472;19,5;54,7
2015-11-10;10:00;ND;ND;25;433;16,9;54,2
2015-11-10;8:00;ND;ND;22;422;16,8;54,7
2015-11-10;4:00;ND;ND;6;401;18,8;49,2
2015-11-10;14:00;ND;ND;34;464;18;53,4
2015-10-20;11:00;121;59;45;480;15,8;62,4
2015-10-21;17:00;112;94;37;502;16,9;51,4
2015-10-20;10:00;135;60;45;479;15,6;62,8
2015-10-21;15:00;68;80;28;476;16,8;49,2
2015-10-21;19:00;58;78;36;499;17,1;53,3
2015-10-20;22:00;34;66;21;419;16,6;58,5
2015-10-21;16:00;80;81;32;476;16,8;51,3
2015-10-21;9:00;221;85;50;526;15;61,1
2015-10-20;4:00;24;35;21;415;17;61,3
2015-10-20;8:00;155;61;41;485;15;66
2015-10-16;21:00;115;59;41;480;14,4;59,7
2015-10-16;22:00;109;59;36;472;14,5;60,3
2015-10-17;14:00;48;70;33;461;15,8;61,6
2015-10-17;16:00;47;67;39;487;16,2;65,4
2015-10-17;3:00;43;49;10;423;15,4;53,9
2015-10-16;8:00;ND;ND;44;499;13,1;62,1
2015-10-16;11:00;ND;ND;33;493;14;60,9
2015-10-18;9:00;24;35;10;415;15;56,2
2015-10-16;6:00;ND;ND;27;436;13,3;55
2015-10-16;4:00;ND;ND;19;413;14,4;47
2015-10-19;12:00;132;72;54;514;15,4;52,2
2015-10-19;21:00;54;57;32;456;16,3;62,3
2015-10-18;15:00;26;49;22;474;15,6;50,4
2015-10-19;18:00;80;61;44;519;16,2;63,4
2015-10-19;22:00;57;52;43;458;16,3;63,3
2015-10-19;20:00;72;57;43;467;16,4;63,2
2015-10-19;1:00;27;50;24;418;15,4;52,5
2015-10-19;0:00;31;52;23;429;15,3;52,9
2015-10-19;3:00;19;40;15;414;15,6;51,8
2015-10-18;10:00;26;39;10;423;14,8;54,1
2015-12-10;15:00;ND;ND;45;464;17,8;48,1
2015-10-13;19:00;ND;ND;59;492;16,8;37,4
2015-11-10;19:00;ND;ND;44;468;18,6;55,6
2015-11-10;21:00;ND;ND;36;434;18,4;55,4
2015-10-13;14:00;ND;ND;29;445;16,6;38,1
2015-10-13;22:00;ND;ND;33;428;16,2;41,5
2015-11-10;20:00;ND;ND;43;446;18,6;56,1
2015-12-10;3:00;ND;ND;22;399;18,2;51,6
2015-10-14;1:00;ND;ND;23;396;15,3;36,3
2015-01-10;5:00;5;38;16;405;18,6;40
2015-09-30;8:00;72;71;44;471;17;46
2015-09-30;1:00;3;38;24;400;20;40
2015-07-10;19:00;67;80;55;460;19,9;50,3
2015-08-10;11:00;73;72;32;424;18,7;49,5
2015-09-10;9:00;125;72;60;479;17,3;50,1
2015-07-10;22:00;81;72;26;406;19,6;48,8
2015-09-10;13:00;ND;ND;23;447;18,6;43,4
2015-08-10;2:00;15;48;19;376;19,8;48,7
2015-09-10;2:00;34;59;38;400;19,3;47,1
2015-10-10;2:00;ND;ND;28;411;18,5;56,2
2015-09-10;18:00;ND;ND;90;624;20;46,2
2015-10-10;3:00;ND;ND;20;407;19;53,6
2015-10-19;14:00;106;66;44;499;15,8;55,3
2015-10-17;23:00;42;62;25;440;16,4;65,6
2015-10-18;22:00;53;64;24;446;15,8;51,8
2015-10-18;6:00;13;30;11;412;15,3;60,7
2015-10-18;4:00;23;36;10;404;16,8;59,1
2015-10-18;17:00;52;61;33;503;16;51,6
2015-10-18;7:00;10;28;9;410;15,1;59,5
2015-05-10;18:00;107;58;37;497;19,8;77,8
2015-06-10;17:00;59;70;49;452;21,1;69,4
2015-06-10;22:00;27;56;26;393;20,4;65,9
2015-05-10;1:00;14;39;25;383;18,1;64,5
2015-05-10;7:00;96;65;39;416;18,3;67,3
2015-05-10;19:00;129;60;43;482;20;77,1
2015-06-10;15:00;53;66;34;441;21;67,8
2015-06-10;16:00;74;80;35;433;21,1;64
2015-06-10;23:00;25;52;22;389;20,2;66
2015-07-10;4:00;6;25;7;355;19,5;59,4
2015-10-17;11:00;78;48;32;473;14,7;65,5
2015-10-17;17:00;31;63;25;479;16,2;66,7
2015-10-16;18:00;128;56;56;557;14,6;59,8
2015-10-17;1:00;88;53;26;456;14,8;59,1
2015-10-17;4:00;45;49;12;427;15,3;54,4
2015-10-15;11:00;ND;ND;29;463;13,8;45,9
2015-10-16;5:00;ND;ND;19;421;13,9;50,8
2015-10-17;20:00;29;60;23;448;16,3;65
2015-10-16;0:00;ND;ND;30;431;14;46,3
2015-10-15;16:00;ND;ND;38;487;14;44
2015-10-14;17:00;ND;ND;50;498;15,3;47,2
2015-10-14;22:00;ND;ND;21;436;15,8;55,4
2015-10-14;20:00;ND;ND;48;473;15,9;56,7
2015-10-15;10:00;ND;ND;39;464;13,7;47,1
2015-10-14;14:00;ND;ND;41;486;14,8;42,2
2015-10-15;3:00;ND;ND;7;405;14,8;42,6
2015-10-15;0:00;ND;ND;8;423;15,1;49,2
2015-10-14;12:00;ND;ND;31;469;14,4;40
2015-10-14;16:00;ND;ND;46;480;15;44,8
2015-10-15;9:00;ND;ND;56;506;13,7;48
2015-11-10;23:00;ND;ND;37;419;17,8;55,3
2015-10-13;21:00;ND;ND;36;441;16,3;38,8
2015-12-10;19:00;ND;ND;62;503;18,3;50,4
2015-10-13;12:00;ND;ND;36;447;16,5;46,6
2015-10-13;2:00;ND;ND;22;405;17,6;46,1
2015-10-14;10:00;ND;ND;55;456;13,9;41,1
2015-12-10;6:00;ND;ND;27;422;16,4;53,4
2015-12-10;12:00;ND;ND;46;467;16,7;48,1
2015-10-14;2:00;ND;ND;33;396;15,1;37,1
2015-12-10;20:00;ND;ND;55;453;18;51,1
2015-11-10;13:00;ND;ND;35;462;17,6;53,9
2015-11-10;12:00;ND;ND;34;459;17,2;54,2
2015-11-10;18:00;ND;ND;37;466;18,8;52,8
2015-10-10;23:00;ND;ND;28;451;18,8;59,3
2015-11-10;6:00;ND;ND;28;421;17,3;53,9
2015-11-10;0:00;ND;ND;28;442;18,7;58,5
2015-10-10;8:00;ND;ND;27;433;16,9;58,2
2015-11-10;11:00;ND;ND;27;439;17;54,1
2015-10-10;17:00;ND;ND;27;474;19,6;54
2015-10-10;4:00;ND;ND;19;409;18,8;54
2015-10-19;23:00;54;49;38;448;16,4;63,8
2015-10-20;13:00;73;51;40;472;16,2;61
2015-10-20;12:00;93;51;46;484;16;62,2
2015-06-11;13:00;91;57;37;434;19,7;75,4
2015-07-11;20:00;70;63;34;490;21,2;70,9
2015-07-11;17:00;86;66;44;516;21,4;72,4
2015-08-11;3:00;47;51;20;431;20,7;68,3
