DATE;HEURE;NO;NO2;PM10;CO2;TEMP;HUMI
2013-02-11;19:00;26;64;40;497;16;45
2013-02-11;21:00;12;41;19;479;16;42
2013-02-11;23:00;9;36;26;461;16;41
2013-02-12;09:00;73;50;39;513;14;45
2013-02-12;13:00;56;49;40;527;14;42
2013-02-12;21:00;12;47;52;517;15;34
2013-02-12;23:00;13;45;63;488;14;34
2013-02-13;04:00;3;37;32;466;14;33
2013-02-13;06:00;29;57;47;486;13;33
2013-02-13;10:00;78;68;52;504;13;32
2013-02-13;14:00;96;81;64;533;13;31
2013-02-13;23:00;20;48;109;479;13;30
2013-02-14;04:00;11;34;41;457;13;34
2013-02-14;05:00;38;50;46;468;12;39
2013-02-14;14:00;230;91;53;582;14;54
2013-02-14;21:00;35;65;26;503;16;51
2013-02-15;07:00;119;76;53;525;15;56
2013-02-15;14:00;ND;ND;33;500;17;45
2013-02-15;19:00;ND;ND;46;519;17;43
2013-02-16;01:00;ND;ND;37;488;17;41
2013-02-16;03:00;ND;ND;31;488;16;41
2013-02-16;21:00;ND;ND;47;491;17;44
2013-02-16;23:00;ND;ND;43;484;17;45
2013-02-17;01:00;ND;ND;26;447;17;43
2013-02-17;04:00;ND;ND;23;462;16;43
2013-02-17;06:00;ND;ND;24;467;15;45
2013-02-17;14:00;ND;ND;40;493;15;41
2013-02-17;16:00;ND;ND;31;505;15;42
2013-02-17;17:00;ND;ND;27;501;15;41
2013-02-17;21:00;ND;ND;19;465;15;39
2013-02-17;22:00;ND;ND;20;468;15;38
2013-02-18;00:00;ND;ND;51;448;15;36
2013-02-18;02:00;ND;ND;80;446;15;37
2013-02-18;03:00;ND;ND;42;448;15;37
2013-02-18;05:00;ND;ND;20;466;14;41
2013-02-18;10:00;ND;ND;39;496;14;40
2013-02-18;11:00;ND;ND;35;499;15;38
2013-02-18;15:00;ND;ND;44;505;15;38
2013-02-18;18:00;ND;ND;51;532;15;41
2013-02-19;05:00;ND;ND;33;537;14;40
2013-02-19;06:00;ND;ND;53;582;14;42
2013-02-19;09:00;ND;ND;65;539;14;40
2013-02-19;18:00;ND;ND;50;545;16;37
2013-02-19;21:00;ND;ND;38;489;16;38
2013-02-20;04:00;ND;ND;30;475;15;39
2013-02-20;06:00;ND;ND;47;495;14;43
2013-02-20;13:00;ND;ND;25;500;16;35
2013-02-20;18:00;ND;ND;41;563;15;32
2013-02-20;19:00;ND;ND;37;491;16;33
2013-02-20;21:00;ND;ND;<2;466;15;32
2013-02-21;02:00;ND;ND;85;438;15;29
2013-02-21;15:00;ND;ND;33;506;13;28
2013-02-21;16:00;ND;ND;34;531;13;28
2013-02-21;20:00;ND;ND;15;466;14;25
2013-02-21;22:00;ND;ND;37;484;14;27
2013-02-21;23:00;ND;ND;50;470;14;30
2013-02-22;08:00;51;62;56;ND;10;47
2013-02-22;12:00;22;56;35;ND;11;43
2013-02-22;13:00;33;63;40;ND;11;44
2013-02-22;16:00;34;66;56;ND;11;43
2013-02-22;17:00;27;64;60;ND;11;42
2013-02-22;19:00;20;60;55;ND;11;42
2013-02-23;00:00;10;46;20;ND;11;43
2013-02-23;03:00;6;39;27;ND;11;44
2013-02-23;09:00;17;51;45;ND;9;44
2013-02-23;16:00;29;64;62;ND;11;48
2013-02-23;23:00;17;55;45;ND;11;48
2013-02-24;01:00;8;44;37;ND;11;47
2013-02-24;04:00;5;37;23;ND;11;50
2013-02-24;05:00;7;40;23;ND;11;51
2013-02-24;12:00;11;46;28;ND;11;53
2013-02-24;20:00;6;41;30;ND;12;53
2013-02-24;23:00;6;40;35;ND;12;55
2013-02-25;06:00;47;58;27;ND;11;56
2013-02-25;21:00;34;53;25;489;12;57
2013-02-25;22:00;29;50;24;477;12;57
2013-02-25;23:00;27;48;29;459;12;56
2013-02-26;01:00;18;42;28;444;13;56
2013-02-26;08:00;69;49;56;539;11;55
2013-02-26;10:00;40;50;45;486;12;51
2013-02-26;14:00;45;60;43;517;13;51
2013-02-26;16:00;64;71;63;566;13;52
2013-02-26;21:00;33;57;40;490;13;52
2013-02-26;22:00;27;53;38;490;13;54
2013-02-27;00:00;20;48;64;450;14;57
2013-02-27;10:00;76;48;47;491;13;57
2013-02-28;01:00;18;36;29;441;13;57
2013-02-28;05:00;33;47;16;446;12;56
2013-02-28;09:00;64;59;47;487;12;54
2013-02-28;19:00;63;61;43;513;13;52
2013-03-01;00:00;24;44;48;437;14;52
2013-03-01;01:00;19;41;72;436;14;53
2013-03-01;02:00;17;39;83;437;14;53
2013-03-01;04:00;26;40;29;455;13;54
2013-03-01;08:00;103;63;66;550;12;55
2013-03-01;11:00;ND;ND;71;539;13;52
2013-03-01;15:00;37;60;44;532;12;51
2013-03-01;17:00;51;72;56;568;13;51
2013-03-01;18:00;35;68;51;534;13;51
2013-03-01;19:00;23;61;40;503;14;52
2013-04-04;23:00;ND;ND;59;441;ND;ND
2013-04-05;00:00;ND;ND;57;437;ND;ND
2013-04-05;01:00;ND;ND;62;438;ND;ND
2013-04-06;01:00;7;53;31;445;ND;ND
2013-04-06;04:00;7;49;44;463;ND;ND
2013-04-06;09:00;12;51;44;515;ND;ND
2013-04-06;12:00;18;57;54;557;ND;ND
2013-04-06;19:00;19;65;44;527;ND;ND
2013-04-06;21:00;32;80;56;529;ND;ND
2013-04-07;00:00;15;68;46;454;ND;ND
2013-04-07;08:00;3;44;36;488;ND;ND
2013-04-07;11:00;3;44;50;515;ND;ND
2013-04-07;14:00;9;57;52;600;ND;ND
2013-04-07;18:00;12;73;43;509;ND;ND
2013-04-07;22:00;<2;46;34;450;ND;ND
2013-04-08;00:00;<2;42;118;436;ND;ND
2013-04-08;08:00;97;93;133;543;ND;ND
2013-04-08;09:00;71;89;61;524;ND;ND
2013-04-08;12:00;49;82;91;562;ND;ND
2013-04-09;00:00;<2;37;60;427;ND;ND
2013-04-09;01:00;<2;32;87;427;ND;ND
2013-04-09;02:00;<2;29;20;424;ND;ND
2013-04-09;13:00;66;96;72;554;ND;ND
2013-04-10;00:00;<2;31;18;424;ND;ND
2013-04-10;03:00;<2;29;19;430;ND;ND
2013-04-10;20:00;14;53;17;469;ND;ND
2013-04-11;01:00;5;21;9;419;ND;ND
2013-04-11;05:00;25;65;47;476;ND;ND
2013-04-11;08:00;45;78;83;524;ND;ND
2013-04-11;11:00;55;89;41;519;ND;ND
2013-04-11;16:00;85;79;106;703;ND;ND
2013-04-11;17:00;86;76;146;684;ND;ND
2013-04-11;18:00;74;82;93;583;ND;ND
2013-04-11;23:00;15;54;45;429;ND;ND
2013-04-12;02:00;ND;ND;ND;422;ND;ND
2013-04-12;04:00;ND;ND;19;441;ND;ND
2013-04-12;05:00;ND;ND;35;471;ND;ND
2013-04-12;18:00;ND;ND;95;564;ND;ND
2013-04-12;22:00;ND;ND;29;479;ND;ND
2013-04-13;04:00;ND;ND;32;447;ND;ND
2013-04-13;07:00;ND;ND;36;460;ND;ND
2013-04-13;08:00;ND;ND;36;474;ND;ND
2013-04-13;21:00;ND;ND;30;497;ND;ND
2013-04-14;00:00;ND;ND;24;444;ND;ND
2013-04-14;01:00;ND;ND;16;437;ND;ND
2013-04-14;15:00;ND;ND;49;558;ND;ND
2013-04-14;16:00;ND;ND;60;570;ND;ND
2013-04-14;18:00;ND;ND;60;559;ND;ND
2013-04-14;22:00;ND;ND;88;512;ND;ND
2013-04-15;01:00;ND;ND;60;432;ND;ND
2013-04-15;02:00;ND;ND;26;434;ND;ND
2013-04-15;10:00;ND;ND;40;526;ND;ND
2013-04-15;17:00;ND;ND;184;656;ND;ND
2013-04-15;18:00;ND;ND;135;565;ND;ND
2013-04-15;19:00;ND;ND;67;497;ND;ND
2013-04-15;23:00;ND;ND;25;427;ND;ND
2013-04-16;00:00;ND;ND;13;423;ND;ND
2013-04-16;02:00;ND;ND;18;422;ND;ND
2013-04-16;04:00;ND;ND;107;450;ND;ND
2013-04-16;10:00;ND;ND;62;526;ND;ND
2013-04-16;23:00;ND;ND;66;419;20;44
2013-04-17;05:00;ND;ND;47;483;18;56
2013-04-17;08:00;ND;ND;172;522;19;51
2013-04-17;10:00;ND;ND;57;511;20;48
2013-04-17;11:00;ND;ND;39;500;20;44
2013-04-17;13:00;ND;ND;94;536;20;46
2013-04-17;14:00;ND;ND;80;557;20;46
2013-04-17;15:00;ND;ND;154;623;20;47
2013-04-17;16:00;ND;ND;169;684;21;48
2013-04-17;21:00;ND;ND;65;548;21;50
2013-04-17;23:00;ND;ND;43;436;21;49
2013-04-18;01:00;ND;ND;23;418;21;50
2013-04-18;03:00;ND;ND;12;421;20;48
2013-04-18;04:00;ND;ND;49;437;20;52
2013-04-18;13:00;ND;ND;75;539;20;33
2013-04-18;16:00;ND;ND;142;670;20;34
2013-04-18;18:00;ND;ND;125;567;20;33
2013-04-19;07:00;ND;ND;156;621;17;47
2013-04-19;08:00;ND;ND;128;520;18;43
2013-04-19;11:00;ND;ND;49;520;18;40
2013-04-19;15:00;ND;ND;123;655;18;49
2013-04-19;18:00;ND;ND;74;547;18;40
2013-04-19;19:00;ND;ND;50;482;18;41
2013-04-19;21:00;ND;ND;26;470;18;46
2013-04-20;02:00;ND;ND;16;415;16;41
2013-04-20;05:00;ND;ND;37;433;16;43
2013-04-20;06:00;ND;ND;44;439;16;42
2013-04-20;11:00;ND;ND;33;494;17;37
2013-04-20;17:00;ND;ND;45;546;18;31
2013-04-20;18:00;ND;ND;45;514;18;30
2013-04-21;00:00;ND;ND;26;428;17;30
2013-04-21;04:00;ND;ND;62;429;16;41
2013-04-21;09:00;ND;ND;36;475;16;39
2013-04-21;11:00;ND;ND;38;487;17;35
2013-04-21;19:00;ND;ND;56;483;18;31
2013-04-21;21:00;ND;ND;7;473;17;22
2013-04-22;06:00;ND;ND;160;608;15;40
2013-04-22;07:00;ND;ND;203;639;16;37
2013-04-22;12:00;ND;ND;58;573;17;42
2013-04-23;00:00;ND;ND;27;415;18;40
2013-10-19;20:00;83;65;40;531;22;62
2013-10-19;21:00;94;72;40;541;22;63
2013-10-19;23:00;104;66;39;514;21;63
2013-10-20;02:00;32;47;16;461;21;60
2013-10-20;17:00;82;86;29;540;21;61
2013-10-20;18:00;61;74;29;510;21;59
2013-10-20;19:00;35;62;25;489;21;59
2013-10-20;22:00;17;46;20;467;21;59
2013-10-21;01:00;7;27;21;445;21;58
2013-10-21;06:00;161;74;54;546;20;62
2013-10-21;20:00;62;52;39;515;22;65
2013-10-21;23:00;23;34;29;470;22;63
2013-10-22;06:00;139;73;47;542;21;62
2013-10-22;07:00;137;73;59;564;21;61
2013-10-22;16:00;77;71;55;593;23;59
2013-10-22;17:00;88;73;56;579;23;61
2013-10-22;18:00;72;71;42;533;23;58
2013-10-22;23:00;28;44;59;463;22;54
2013-10-23;06:00;51;61;44;516;21;56
2013-10-23;07:00;50;61;54;531;21;54
2013-10-23;09:00;57;73;44;502;22;53
2013-10-23;15:00;79;96;57;572;22;51
2013-10-24;01:00;18;41;109;446;22;52
2013-10-24;02:00;11;35;81;446;22;53
2013-10-24;06:00;137;76;65;529;20;58
2013-10-24;09:00;122;77;53;524;21;56
2013-10-24;11:00;74;73;46;537;21;56
2013-10-24;12:00;81;80;53;548;21;56
2013-10-24;13:00;85;82;46;563;21;55
2013-10-24;14:00;52;70;43;548;21;54
2013-10-24;16:00;66;79;52;579;21;55
2013-10-24;22:00;16;44;20;484;22;52
2013-10-25;06:00;135;73;46;530;20;63
2013-10-25;08:00;133;71;60;539;21;61
2013-10-25;09:00;118;71;53;534;21;61
2013-10-25;12:00;96;73;61;524;22;63
2013-10-25;13:00;105;75;57;529;23;63
2013-10-25;14:00;113;74;69;560;22;65
2013-10-25;20:00;89;64;33;480;22;66
2013-10-25;22:00;60;54;34;463;22;66
2013-10-26;02:00;28;39;13;408;23;61
2013-10-26;05:00;35;40;22;423;22;65
2013-10-26;10:00;54;52;31;479;22;64
2013-10-26;15:00;89;72;39;541;23;66
2013-10-27;05:00;<2;19;22;394;21;53
2013-10-27;08:00;8;43;30;389;21;55
2013-10-27;18:00;43;73;36;469;21;48
2013-10-27;22:00;5;35;6;410;21;57
2013-10-28;00:00;<2;17;24;391;20;59
2013-10-28;08:00;79;70;49;475;21;61
2013-10-28;13:00;27;58;39;483;22;40
2013-10-28;19:00;57;80;41;452;21;41
2013-10-29;02:00;3;25;26;360;20;43
2013-10-29;03:00;5;28;35;361;20;42
2013-10-29;10:00;72;79;44;436;19;41
2013-10-29;11:00;63;79;39;464;20;39
2013-10-29;15:00;77;87;51;499;20;38
2013-10-29;19:00;65;84;41;446;19;42
2013-10-29;21:00;37;66;25;411;19;41
2013-10-29;23:00;38;63;27;384;19;41
2013-10-30;00:00;27;58;44;369;18;42
2013-10-30;10:00;103;88;44;436;18;44
2013-10-30;17:00;125;102;71;535;19;42
2013-10-30;23:00;194;100;53;440;19;43
2013-10-31;01:00;102;73;44;383;18;42
2013-10-31;04:00;87;62;29;370;17;44
2013-10-31;08:00;206;83;65;469;16;46
2013-10-31;10:00;83;81;44;421;18;44
2013-10-31;14:00;69;84;40;515;19;42
2013-10-31;18:00;78;86;45;542;19;44
2013-10-31;20:00;63;75;34;483;19;43
2013-11-01;02:00;18;42;26;409;19;54
2013-11-01;08:00;18;44;8;418;18;57
2013-11-01;09:00;28;58;13;447;18;55
2013-11-01;13:00;59;70;15;485;18;53
2013-11-01;14:00;58;66;19;505;18;53
2013-11-01;15:00;67;67;21;522;18;53
2013-11-01;19:00;68;60;22;499;18;57
2013-11-02;02:00;9;24;6;415;18;63
2013-11-02;11:00;24;45;17;486;19;58
2013-11-02;21:00;47;73;27;475;19;51
2013-11-03;13:00;18;51;18;466;18;37
2013-11-03;17:00;46;73;31;488;18;40
2013-11-04;05:00;42;69;10;433;18;60
2013-11-04;09:00;63;74;47;476;18;57
2013-11-04;10:00;35;59;34;465;19;54
2013-11-05;07:00;176;81;62;483;15;49
2013-11-05;08:00;155;69;63;530;16;53
2013-11-05;10:00;135;67;34;471;16;56
2013-11-05;11:00;111;63;28;490;17;59
2013-11-05;15:00;29;59;32;476;17;62
2013-11-05;22:00;8;43;36;451;18;49
2013-11-06;01:00;8;43;56;397;18;57
2013-11-06;07:00;ND;ND;ND;ND;ND;ND
2013-11-06;14:00;ND;ND;ND;ND;ND;ND
2013-11-06;18:00;ND;ND;ND;ND;ND;ND
2013-11-07;03:00;5;23;35;420;19;62
2013-11-07;11:00;73;77;29;492;20;60
2013-11-07;15:00;61;72;37;507;20;62
2013-11-07;16:00;78;74;41;524;20;66
2013-02-12;06:00;34;39;34;488;14;48
2013-02-12;14:00;45;51;45;527;14;42
2013-02-12;20:00;21;54;58;513;15;34
2013-02-13;00:00;7;38;679;466;14;33
2013-02-13;09:00;77;66;52;503;12;33
2013-02-13;22:00;16;46;65;488;13;30
2013-02-14;00:00;12;39;105;460;13;31
2013-02-14;13:00;194;77;43;563;14;52
2013-02-14;15:00;218;87;55;585;14;58
2013-02-14;18:00;191;90;54;635;15;56
2013-02-14;19:00;109;84;38;564;16;54
2013-02-14;23:00;38;68;37;493;16;49
2013-02-15;00:00;24;56;69;456;17;47
2013-02-15;04:00;24;47;23;458;17;50
2013-02-15;13:00;ND;ND;39;492;17;46
2013-02-15;23:00;ND;ND;46;488;17;42
2013-02-16;02:00;ND;ND;29;492;17;40
2013-02-16;10:00;ND;ND;53;547;16;45
2013-02-16;20:00;ND;ND;50;501;17;44
2013-02-17;02:00;ND;ND;21;447;17;41
2013-02-17;08:00;ND;ND;15;466;14;44
2013-02-17;19:00;ND;ND;20;480;16;40
2013-02-18;13:00;ND;ND;26;491;15;36
2013-02-18;14:00;ND;ND;38;495;15;37
2013-02-18;21:00;ND;ND;39;497;15;39
2013-02-19;08:00;ND;ND;90;632;14;43
2013-02-19;10:00;ND;ND;79;569;15;39
2013-02-20;01:00;ND;ND;65;464;17;37
2013-02-20;08:00;ND;ND;67;546;14;44
2013-02-20;09:00;ND;ND;45;497;15;42
2013-02-21;03:00;ND;ND;24;438;15;29
2013-02-21;05:00;ND;ND;21;456;13;33
2013-02-21;11:00;ND;ND;15;500;14;29
2013-02-21;14:00;ND;ND;23;493;14;27
2013-02-22;01:00;ND;ND;36;442;13;30
2013-02-22;07:00;55;60;53;ND;10;48
2013-02-22;09:00;35;58;53;ND;11;48
2013-02-22;15:00;27;63;45;ND;11;42
2013-02-22;18:00;23;60;64;ND;11;42
2013-02-22;22:00;10;46;42;ND;11;42
2013-02-22;23:00;12;48;39;ND;11;42
2013-02-23;05:00;14;48;35;ND;10;45
2013-02-23;10:00;18;50;46;ND;10;45
2013-02-23;20:00;14;52;48;ND;11;48
2013-02-24;00:00;13;48;42;ND;11;48
2013-02-24;03:00;7;41;21;ND;11;49
2013-02-24;08:00;7;38;25;ND;10;52
2013-02-24;10:00;9;41;30;ND;11;52
2013-02-24;14:00;13;50;37;ND;11;51
2013-02-25;03:00;<2;27;37;ND;12;53
2013-02-25;05:00;17;46;19;ND;11;55
2013-02-25;09:00;57;54;43;ND;12;56
2013-02-25;15:00;75;65;36;534;11;59
2013-02-26;00:00;23;46;35;446;13;56
2013-02-26;02:00;11;38;22;444;13;55
2013-02-26;03:00;10;36;16;444;13;55
2013-02-26;07:00;91;51;38;524;11;57
2013-02-26;17:00;54;66;62;561;13;51
2013-02-26;23:00;24;51;43;468;13;54
2013-02-27;05:00;36;43;60;452;13;59
2013-02-27;07:00;98;55;56;540;12;60
2013-02-27;12:00;74;49;48;510;14;56
2013-02-27;15:00;72;51;53;537;13;56
2013-02-27;17:00;68;50;55;556;13;55
2013-02-27;18:00;64;49;56;545;13;55
2013-02-28;06:00;59;61;27;465;12;55
2013-02-28;08:00;88;67;63;543;12;54
2013-02-28;11:00;45;53;36;490;13;52
2013-02-28;12:00;43;54;36;489;13;52
2013-02-28;13:00;47;54;36;498;13;53
2013-02-28;15:00;61;60;41;526;12;53
2013-02-28;16:00;72;61;48;542;12;54
2013-02-28;17:00;73;62;50;592;13;52
2013-02-28;23:00;30;45;41;475;13;53
2013-03-01;12:00;57;57;53;521;13;51
2013-03-01;20:00;12;51;30;480;14;52
2013-03-02;00:00;8;44;32;451;14;50
2013-03-02;03:00;<2;34;21;426;13;50
2013-03-02;06:00;4;35;28;434;12;49
2013-03-02;07:00;17;45;32;441;12;51
2013-03-03;02:00;8;41;39;436;13;47
2013-03-03;03:00;4;34;32;433;13;48
2013-03-03;05:00;4;34;34;441;12;49
2013-03-03;08:00;16;41;43;469;12;51
2013-03-03;09:00;16;42;43;472;12;51
2013-03-03;13:00;9;44;42;486;13;49
2013-03-03;18:00;14;56;52;516;15;51
2013-03-03;21:00;11;52;36;474;14;51
2013-03-04;03:00;4;41;27;455;14;50
2013-03-04;08:00;106;68;68;553;12;52
2013-03-04;17:00;57;89;71;579;16;55
2013-03-04;23:00;16;67;43;468;17;51
2013-03-05;04:00;41;78;30;457;16;51
2013-03-05;05:00;117;102;48;470;15;52
2013-03-05;06:00;170;114;68;498;15;52
2013-03-05;11:00;70;92;50;506;16;47
2013-03-05;13:00;50;87;49;508;17;46
2013-03-05;14:00;53;90;54;516;17;46
2013-03-06;00:00;19;61;36;439;18;49
2013-03-06;20:00;87;99;43;489;19;59
2013-05-06;07:00;ND;ND;135;634;18;53
2013-05-06;09:00;ND;ND;62;533;18;56
2013-05-06;11:00;ND;ND;52;546;18;60
2013-05-06;14:00;ND;ND;86;543;19;55
2013-05-06;16:00;ND;ND;61;599;19;47
2013-05-06;18:00;ND;ND;67;523;19;47
2013-05-06;23:00;ND;ND;53;441;19;54
2013-05-07;12:00;ND;ND;ND;ND;ND;ND
2013-05-07;14:00;ND;ND;ND;ND;ND;ND
2013-05-07;17:00;ND;ND;ND;ND;ND;ND
2013-05-08;03:00;ND;ND;31;444;20;51
2013-05-08;07:00;ND;ND;<2;478;19;65
2013-05-08;09:00;ND;ND;<2;490;20;67
2013-05-08;19:00;ND;ND;23;481;21;59
2013-05-08;23:00;ND;ND;<2;429;20;52
2013-05-09;04:00;ND;ND;33;432;19;47
2013-05-09;10:00;ND;ND;63;493;19;43
2013-05-09;11:00;ND;ND;50;501;19;41
2013-05-09;12:00;ND;ND;71;523;19;40
2013-05-09;21:00;ND;ND;38;491;20;35
2013-05-09;23:00;ND;ND;47;423;19;35
2013-05-10;01:00;ND;ND;87;419;19;36
2013-05-10;07:00;ND;ND;82;514;18;48
2013-05-10;14:00;ND;ND;52;561;19;49
2013-05-10;15:00;ND;ND;78;581;19;49
2013-05-10;20:00;ND;ND;37;488;19;47
2013-05-10;22:00;ND;ND;44;473;19;47
2013-05-11;02:00;ND;ND;20;422;19;47
2013-05-11;04:00;ND;ND;9;436;18;50
2013-05-11;05:00;ND;ND;15;443;18;51
2013-05-11;09:00;ND;ND;31;470;19;48
2013-05-11;14:00;ND;ND;87;541;19;38
2013-05-11;19:00;ND;ND;26;490;20;43
2013-05-12;01:00;ND;ND;<2;421;18;41
2013-05-12;03:00;ND;ND;24;423;18;43
2013-05-12;06:00;ND;ND;18;423;18;45
2013-05-12;09:00;ND;ND;51;448;18;38
2013-05-12;14:00;ND;ND;41;498;19;32
2013-05-12;20:00;ND;ND;16;447;19;46
2013-05-12;21:00;ND;ND;151;465;19;48
2013-05-13;03:00;ND;ND;<2;422;19;50
2013-05-13;07:00;ND;ND;90;617;19;56
2013-05-13;13:00;ND;ND;45;507;19;48
2013-05-13;19:00;ND;ND;49;519;20;47
2013-05-13;23:00;ND;ND;<2;413;19;41
2013-05-14;05:00;ND;ND;50;466;18;41
2013-05-14;06:00;ND;ND;82;555;18;43
2013-05-14;09:00;ND;ND;67;499;19;39
2013-05-14;14:00;ND;ND;50;532;19;43
2013-05-14;19:00;ND;ND;14;485;19;46
2013-05-15;02:00;ND;ND;16;413;19;51
2013-05-15;08:00;ND;ND;66;508;18;44
2013-05-15;11:00;ND;ND;44;506;19;38
2013-05-15;12:00;ND;ND;52;528;19;39
2013-05-15;14:00;ND;ND;59;540;19;39
2013-05-15;16:00;ND;ND;86;656;20;40
2013-05-15;20:00;ND;ND;39;485;20;37
2013-05-16;00:00;ND;ND;20;428;20;43
2013-05-16;03:00;ND;ND;24;421;19;46
2013-05-16;04:00;ND;ND;36;437;19;50
2013-05-16;08:00;ND;ND;86;551;19;49
2013-05-16;10:00;ND;ND;83;533;19;47
2013-05-16;12:00;ND;ND;113;581;20;45
2013-05-16;17:00;62;84;92;607;19;47
2013-05-16;23:00;34;62;36;426;19;50
2013-05-17;19:00;11;63;44;486;20;37
2013-05-18;01:00;7;44;18;421;18;45
2013-05-18;06:00;23;59;30;442;18;47
2013-05-18;14:00;13;54;59;583;19;48
2013-05-18;17:00;30;69;42;547;20;55
2013-05-18;20:00;22;61;3;482;19;54
2013-05-18;21:00;22;67;7;487;19;51
2013-05-18;22:00;20;68;15;498;19;49
2013-05-19;02:00;5;37;12;421;19;51
2013-05-19;06:00;9;38;18;433;18;56
2013-05-19;17:00;58;77;28;541;19;60
2013-05-20;02:00;14;35;17;427;18;58
2013-05-20;04:00;19;43;26;444;18;57
2013-05-20;06:00;20;50;34;449;18;56
2013-05-20;07:00;21;45;40;470;18;57
2013-05-20;10:00;29;48;31;494;18;61
2013-05-20;11:00;28;48;25;506;19;61
2013-05-20;17:00;37;53;15;513;18;59
2013-05-20;20:00;48;49;18;473;18;61
2013-05-21;00:00;28;33;48;431;18;64
2013-05-21;01:00;19;26;8;427;18;63
2013-05-21;02:00;8;21;3;427;18;63
2013-05-21;03:00;7;26;11;429;18;63
2013-05-21;04:00;17;47;19;439;18;64
2013-05-21;05:00;55;66;32;477;18;65
2013-05-21;11:00;26;61;28;491;18;58
2013-05-21;21:00;6;33;20;460;19;55
2013-05-22;02:00;3;17;18;408;18;51
2013-05-22;04:00;18;40;17;431;17;53
2013-05-22;06:00;33;52;77;552;17;50
2013-05-22;09:00;22;58;55;468;18;43
2013-05-22;10:00;16;55;37;492;18;43
2013-05-22;12:00;17;58;27;477;18;44
2013-05-22;13:00;13;53;28;475;18;44
2013-05-22;16:00;24;70;57;553;18;46
2013-03-01;22:00;16;54;28;473;14;52
2013-03-02;02:00;4;38;22;425;14;50
2013-03-02;08:00;13;44;33;449;12;49
2013-03-02;11:00;17;49;34;477;12;48
2013-03-02;23:00;25;52;49;471;13;47
2013-03-03;10:00;17;48;39;469;12;49
2013-03-03;11:00;11;45;43;476;12;50
2013-03-03;17:00;23;64;52;533;14;51
2013-03-03;20:00;10;50;42;476;14;51
2013-03-03;23:00;9;49;38;461;14;50
2013-03-04;01:00;6;43;30;450;14;49
2013-03-04;04:00;8;38;25;450;13;51
2013-03-04;13:00;52;78;48;505;15;51
2013-03-05;01:00;16;67;45;451;17;51
2013-03-05;08:00;117;96;88;557;15;51
2013-03-05;09:00;84;93;82;509;15;48
2013-03-05;18:00;89;105;58;560;17;46
2013-03-05;19:00;102;107;73;545;18;47
2013-03-05;21:00;54;87;44;489;18;51
2013-03-06;06:00;166;102;67;494;16;52
2013-03-06;09:00;183;112;90;524;17;49
2013-03-06;15:00;98;105;66;533;18;51
2013-03-06;19:00;84;98;60;513;19;57
2013-03-06;21:00;92;96;45;492;19;60
2013-03-06;22:00;70;88;52;503;19;58
2013-03-07;05:00;82;71;33;452;18;61
2013-03-07;13:00;70;64;38;501;18;64
2013-03-07;14:00;90;76;50;511;18;63
2013-03-07;16:00;83;74;66;539;18;64
2013-03-07;17:00;98;80;73;559;19;64
2013-03-07;18:00;117;86;69;550;19;64
2013-03-08;06:00;153;77;39;480;17;68
2013-03-08;19:00;27;62;36;481;18;64
2013-03-09;03:00;40;69;11;429;19;65
2013-03-09;10:00;34;68;28;449;18;61
2013-03-09;16:00;39;79;38;504;19;49
2013-03-09;19:00;64;96;44;506;19;51
2013-03-09;20:00;77;103;46;513;20;51
2013-03-09;22:00;40;82;49;479;19;53
2013-03-10;02:00;29;73;18;428;19;54
2013-03-10;16:00;28;45;25;492;17;49
2013-03-10;21:00;10;33;29;443;16;47
2013-03-11;05:00;15;40;23;427;14;51
2013-03-11;07:00;46;57;41;474;13;52
2013-03-11;08:00;46;54;48;505;13;51
2013-03-11;10:00;32;49;33;464;14;50
2013-03-11;11:00;30;45;35;478;14;50
2013-03-11;12:00;31;45;28;473;14;51
2013-03-11;14:00;35;49;34;489;14;50
2013-03-11;15:00;38;49;33;498;14;51
2013-03-11;16:00;38;51;57;546;14;51
2013-03-11;17:00;32;53;66;536;14;51
2013-03-11;20:00;18;48;30;467;14;51
2013-03-12;08:00;36;65;53;570;12;48
2013-03-12;17:00;16;62;37;532;12;49
2013-03-12;23:00;<2;40;13;442;11;46
2013-03-13;02:00;<2;31;10;424;11;44
2013-03-13;05:00;10;57;17;452;9;45
2013-03-13;06:00;43;69;28;474;9;44
2013-03-13;07:00;45;67;48;534;9;45
2013-03-13;09:00;54;70;95;545;11;45
2013-03-13;10:00;54;78;52;508;11;45
2013-03-13;11:00;61;83;44;513;12;47
2013-03-13;12:00;49;83;38;503;12;48
2013-03-13;15:00;55;90;53;546;13;52
2013-03-13;22:00;19;65;42;473;13;53
2013-03-14;05:00;ND;ND;ND;463;12;56
2013-03-14;07:00;ND;ND;ND;572;12;55
2013-03-14;13:00;ND;ND;66;528;13;45
2013-03-15;00:00;ND;ND;181;453;13;50
2013-03-15;03:00;ND;ND;36;474;13;49
2013-03-15;04:00;ND;ND;29;477;13;49
2013-03-15;06:00;ND;ND;76;489;12;49
2013-03-15;07:00;ND;ND;97;516;11;49
2013-03-15;11:00;ND;ND;60;492;13;46
2013-03-15;20:00;ND;ND;48;480;14;46
2013-03-15;22:00;ND;ND;42;473;14;46
2013-03-16;01:00;ND;ND;37;437;14;51
2013-03-16;10:00;ND;ND;45;472;13;47
2013-03-16;11:00;ND;ND;44;476;14;46
